query_id,rank,doc_id,score
2,24,421745,16.807409286499023
2,25,859230,16.741260528564453
2,26,493694,16.653608322143555
2,27,156975,16.627702713012695
2,28,602834,16.542802810668945
2,29,176326,16.125873565673828
2,30,767203,16.024364471435547
2,31,273584,15.924403190612793
2,32,268005,15.882682800292969
2,33,303571,15.865110397338867
2,34,602835,15.777240753173828
2,35,357685,15.743861198425293
2,36,398634,15.700786590576172
2,37,767202,15.669953346252441
2,38,612941,15.652571678161621
2,39,436581,15.61240291595459
2,40,818293,15.608412742614746
2,41,740654,15.515201568603516
2,42,413130,15.410880088806152
2,43,565261,15.334578514099121
2,44,421746,15.319544792175293
2,45,818295,15.164223670959473
2,46,61845,15.125065803527832
2,47,572952,15.114047050476074
2,48,901698,15.102899551391602
2,49,421741,15.101325035095215
2,50,602838,15.086867332458496
3,1,3798,20.953351974487305
3,2,300166,20.768104553222656
3,3,3807,20.258705139160156
3,4,675319,20.0507755279541
3,5,974639,20.04501724243164
3,6,633650,19.72405242919922
3,7,389198,19.665929794311523
3,8,671694,19.426700592041016
3,9,389196,19.41220474243164
3,10,389197,19.23733139038086
3,11,675324,19.039203643798828
3,12,675325,19.007204055786133
3,13,389202,18.432952880859375
3,14,3800,18.42275047302246
3,15,906008,18.211484909057617
3,16,633649,18.154226303100586
3,17,633656,17.371923446655273
3,18,219119,17.229843139648438
3,19,633654,17.228012084960938
3,20,219120,17.19929313659668
3,21,335574,17.009689331054688
3,22,3805,16.99640464782715
3,23,219122,16.957361221313477
3,24,300169,16.828622817993164
3,25,389204,16.812671661376953
3,26,335332,16.799028396606445
3,27,335575,16.76358985900879
3,28,3804,16.668136596679688
3,29,300168,16.55021858215332
3,30,3806,16.48995018005371
3,31,300163,16.444862365722656
3,32,300162,16.441484451293945
3,33,906011,16.206005096435547
3,34,961480,16.064260482788086
3,35,633655,15.920866966247559
3,36,974644,15.881662368774414
3,37,395368,15.759212493896484
3,38,300161,15.754895210266113
3,39,300170,15.374814987182617
3,40,832641,14.808761596679688
3,41,3803,14.720292091369629
3,42,701577,14.460016250610352
3,43,300164,14.42973804473877
3,44,974640,14.402495384216309
3,45,300165,14.245774269104004
3,46,389203,14.059553146362305
3,47,915409,13.757257461547852
3,48,909405,13.70307445526123
3,49,300167,12.946014404296875
3,50,671697,12.822729110717773
4,1,150282,23.171537399291992
4,2,564633,22.578323364257812
4,3,701056,22.149045944213867
4,4,814984,22.11662483215332
4,5,436126,21.754539489746094
4,6,992267,21.559911727905273
4,7,992264,21.13089370727539
4,8,392471,21.02565574645996
4,9,762372,20.881757736206055
4,10,436135,20.541847229003906
4,11,831003,20.11615562438965
4,12,701052,20.02356719970703
4,13,170602,19.999231338500977
4,14,170606,19.777698516845703
4,15,134181,19.73618507385254
4,16,392475,19.630704879760742
4,17,55174,19.252660751342773
4,18,267202,19.111385345458984
4,19,918143,19.094552993774414
4,20,134183,19.012454986572266
4,21,436134,18.942729949951172
4,22,244393,18.923376083374023
4,23,690792,18.699596405029297
4,24,134187,18.68067741394043
4,25,831004,18.67243003845215
4,26,323805,18.608083724975586
4,27,436130,18.557220458984375
4,28,831000,18.491926193237305
4,29,368753,18.46837043762207
4,30,127558,18.42046356201172
4,31,992266,18.353296279907227
4,32,392472,18.2525634765625
4,33,110952,18.189884185791016
4,34,814986,18.188695907592773
4,35,883139,18.17664909362793
4,36,587043,18.056316375732422
4,37,436127,18.04301643371582
4,38,323806,17.954967498779297
4,39,267204,17.662433624267578
4,40,587049,17.480939865112305
4,41,992262,17.46835708618164
4,42,992269,17.430072784423828
4,43,539134,17.277698516845703
4,44,587041,17.238452911376953
4,45,679548,17.228260040283203
4,46,392474,17.15468406677246
4,47,284991,17.151334762573242
4,48,830997,17.09324836730957
4,49,397974,17.003917694091797
4,50,916563,16.960968017578125
5,1,438852,18.240631103515625
5,2,124491,18.09932518005371
5,3,3524,17.683542251586914
5,4,501639,17.29450798034668
5,5,3526,17.175146102905273
5,6,438854,17.174114227294922
5,7,438857,17.007413864135742
5,8,3529,16.506305694580078
5,9,124498,16.37448501586914
5,10,124500,16.312557220458984
5,11,124494,16.240800857543945
5,12,124493,16.199472427368164
5,13,438856,16.081256866455078
5,14,124496,15.98696231842041
5,15,192468,15.942524909973145
5,16,455133,15.93945598602295
5,17,562099,15.833948135375977
5,18,924505,15.815476417541504
5,19,81404,15.47567081451416
5,20,957163,15.326150894165039
5,21,476501,15.203274726867676
5,22,192472,15.186579704284668
5,23,696222,15.037514686584473
5,24,5958,15.032770156860352
5,25,476503,14.936688423156738
5,26,936015,14.928037643432617
5,27,536147,14.766412734985352
5,28,287438,14.755021095275879
5,29,287439,14.74986743927002
5,30,438853,14.693137168884277
5,31,529460,14.447092056274414
5,32,674767,14.409689903259277
5,33,949367,14.407217025756836
5,34,418501,14.380073547363281
5,35,877710,14.36454963684082
5,36,365833,14.291305541992188
5,37,476510,14.270894050598145
5,38,921579,14.189812660217285
5,39,199173,14.174415588378906
5,40,570536,14.105274200439453
5,41,772168,14.10455322265625
5,42,596324,14.09298038482666
5,43,241295,14.084290504455566
5,44,209404,13.974556922912598
5,45,429479,13.962796211242676
5,46,429475,13.956181526184082
5,47,254354,13.829771041870117
5,48,124492,13.82852840423584
5,49,438855,13.776122093200684
5,50,674765,13.76014232635498
6,1,598478,18.593538284301758
6,2,246545,17.925893783569336
6,3,420070,17.86325454711914
6,4,420072,17.0405330657959
6,5,420068,16.25007438659668
6,6,420075,15.631707191467285
6,7,575022,14.060717582702637
6,8,241893,13.822113037109375
6,9,241895,13.757569313049316
6,10,616845,13.665421485900879
6,11,246551,13.65176010131836
6,12,598475,13.415963172912598
6,13,193701,13.414246559143066
6,14,649340,13.387136459350586
6,15,246543,13.337631225585938
6,16,601740,13.301088333129883
6,17,241894,13.294259071350098
6,18,649337,13.279332160949707
6,19,22783,13.262706756591797
6,20,824922,13.153940200805664
6,21,601738,13.141222953796387
6,22,598479,13.082186698913574
6,23,616843,13.00672721862793
6,24,824918,12.996103286743164
6,25,616837,12.976804733276367
6,26,193704,12.946224212646484
6,27,915803,12.909354209899902
6,28,824917,12.900531768798828
6,29,845564,12.7843656539917
6,30,915801,12.729618072509766
6,31,99540,12.67768669128418
6,32,65281,12.667193412780762
6,33,226259,12.62736988067627
6,34,601747,12.590508460998535
6,35,718282,12.544620513916016
6,36,575014,12.531675338745117
6,37,65287,12.458014488220215
6,38,598477,12.375131607055664
6,39,824914,12.355122566223145
6,40,241898,12.346619606018066
6,41,65286,12.3026762008667
6,42,246544,12.301691055297852
6,43,718287,12.287580490112305
6,44,824916,12.2660493850708
6,45,598472,12.23968505859375
6,46,157562,12.14677906036377
6,47,607020,12.085739135742188
6,48,65283,12.060368537902832
6,49,616836,12.041135787963867
6,50,601739,12.022439002990723
7,1,856436,16.100656509399414
7,2,458859,13.489383697509766
7,3,673882,13.428974151611328
7,4,953452,13.351043701171875
7,5,655038,13.252534866333008
7,6,405747,13.14677906036377
7,7,582196,13.126720428466797
7,8,534890,13.057474136352539
7,9,352309,12.834654808044434
7,10,864520,12.73591136932373
7,11,295128,12.6559419631958
7,12,405744,12.642175674438477
7,13,372515,12.292211532592773
7,14,5109,12.26610279083252
7,15,85705,12.159212112426758
7,16,372519,12.048179626464844
7,17,864522,12.04336166381836
7,18,249331,11.99049186706543
7,19,372520,11.98669147491455
7,20,864523,11.961156845092773
7,21,936353,11.928434371948242
7,22,782825,11.832127571105957
7,23,202597,11.797176361083984
7,24,673887,11.748374938964844
7,25,861557,11.737947463989258
7,26,534893,11.736577987670898
7,27,458860,11.606863021850586
7,28,205506,11.508030891418457
7,29,662669,11.477798461914062
7,30,700801,11.471420288085938
7,31,274617,11.31151008605957
7,32,380781,11.270758628845215
7,33,502154,11.216049194335938
7,34,906448,11.210240364074707
7,35,918529,11.172101974487305
7,36,372522,11.160950660705566
7,37,673883,11.06032943725586
7,38,745453,11.041885375976562
7,39,708894,10.962133407592773
7,40,151552,10.851747512817383
7,41,365980,10.80893611907959
7,42,910022,10.79715633392334
7,43,663744,10.768105506896973
7,44,982218,10.767801284790039
7,45,982221,10.658758163452148
7,46,648840,10.649182319641113
7,47,458861,10.637112617492676
7,48,150385,10.636210441589355
7,49,982219,10.634370803833008
7,50,258117,10.59740161895752
8,1,968479,16.848106384277344
8,2,806964,14.106664657592773
8,3,440904,13.978778839111328
8,4,381577,13.857290267944336
8,5,654818,13.793517112731934
8,6,532740,13.678313255310059
8,7,971017,13.529289245605469
8,8,496616,13.124724388122559
8,9,131623,13.01179027557373
8,10,855422,13.004551887512207
8,11,655246,12.973743438720703
8,12,465841,12.681906700134277
8,13,781104,12.616090774536133
8,14,136428,12.609993934631348
8,15,131617,12.594292640686035
8,16,329757,12.358490943908691
8,17,655248,12.345949172973633
8,18,440907,12.341796875
8,19,440902,12.331337928771973
8,20,906489,12.292440414428711
8,21,548252,12.27783489227295
8,22,37378,12.26850700378418
8,23,56929,12.263350486755371
8,24,809788,12.075623512268066
8,25,594428,12.008245468139648
8,26,532739,11.95777416229248
8,27,216655,11.899677276611328
8,28,532743,11.892305374145508
8,29,262990,11.742280006408691
8,30,971024,11.698214530944824
8,31,131616,11.680953025817871
8,32,957745,11.549149513244629
8,33,64322,11.463006973266602
8,34,301147,11.435818672180176
8,35,710689,11.431737899780273
8,36,849394,11.371706008911133
8,37,475043,11.34618854522705
8,38,703523,11.304198265075684
8,39,840048,11.220771789550781
8,40,131624,11.172954559326172
8,41,806970,11.15264892578125
8,42,654813,11.14368724822998
8,43,844801,11.132119178771973
8,44,982193,11.124512672424316
8,45,475046,11.106945991516113
8,46,384857,11.09050178527832
8,47,64320,11.067794799804688
8,48,384860,11.067550659179688
8,49,957748,10.989400863647461
8,50,140774,10.950946807861328
9,1,587128,24.499374389648438
9,2,772622,23.208316802978516
9,3,40916,22.266592025756836
9,4,40919,21.788175582885742
9,5,140044,21.35990333557129
9,6,40918,20.318696975708008
9,7,808740,20.059846878051758
9,8,170724,19.874284744262695
9,9,587125,19.168701171875
9,10,776204,18.620542526245117
9,11,857391,18.06940269470215
9,12,70637,17.8238525390625
9,13,8113,17.616436004638672
9,14,718611,17.504676818847656
9,15,59261,17.423751831054688
9,16,118838,17.229631423950195
9,17,754816,16.964088439941406
9,18,168954,16.690580368041992
9,19,733737,16.419584274291992
9,20,168947,16.375873565673828
9,21,846185,16.372594833374023
9,22,59257,16.30393409729004
9,23,778702,16.196496963500977
9,24,400718,16.1807804107666
9,25,725819,16.142303466796875
9,26,223806,16.10094451904297
9,27,59256,16.042768478393555
9,28,59258,15.80414867401123
9,29,780568,15.800882339477539
9,30,894988,15.753127098083496
9,31,644653,15.72814655303955
9,32,168949,15.624911308288574
9,33,905965,15.613776206970215
9,34,59262,15.612208366394043
9,35,916851,15.595924377441406
9,36,916855,15.541239738464355
9,37,515551,15.497183799743652
9,38,422804,15.479948997497559
9,39,985190,15.470752716064453
9,40,154392,15.44740104675293
9,41,894989,15.44426155090332
9,42,515552,15.43109130859375
9,43,140908,15.42702865600586
9,44,733733,15.415875434875488
9,45,666943,15.385318756103516
9,46,587122,15.378985404968262
9,47,733735,15.357569694519043
9,48,13424,15.298323631286621
9,49,214309,15.256888389587402
9,50,916853,15.196961402893066
10,1,264181,23.9315242767334
10,2,670885,20.598472595214844
10,3,253845,19.98660659790039
10,4,253844,18.67097282409668
10,5,264189,18.531932830810547
10,6,264187,18.483427047729492
10,7,270124,18.376296997070312
10,8,270121,17.95507049560547
10,9,195218,16.286117553710938
10,10,195216,16.055740356445312
10,11,881416,15.785593032836914
10,12,242096,15.597956657409668
10,13,195213,15.36343765258789
10,14,261682,15.036988258361816
10,15,464937,14.915029525756836
10,16,3990,14.801395416259766
10,17,276315,14.520156860351562
10,18,89520,14.418057441711426
10,19,682134,14.23268985748291
10,20,399121,14.218713760375977
10,21,238541,14.21509075164795
10,22,357096,14.2053861618042
10,23,89524,14.193696975708008
10,24,665767,14.163228988647461
10,25,670888,14.126896858215332
10,26,770959,14.029511451721191
10,27,399129,14.01244831085205
10,28,850634,13.83150577545166
10,29,357095,13.827201843261719
10,30,682131,13.68023681640625
10,31,587035,13.532430648803711
10,32,653805,13.487306594848633
10,33,583149,13.484957695007324
10,34,634564,13.40818977355957
10,35,634561,13.342933654785156
10,36,530333,13.260697364807129
10,37,850631,13.25544261932373
10,38,653811,13.117341995239258
10,39,192862,13.100341796875
10,40,653806,13.079643249511719
10,41,143731,13.061135292053223
10,42,45032,13.046141624450684
10,43,261688,13.038370132446289
10,44,300236,12.992520332336426
10,45,496175,12.983850479125977
10,46,264185,12.973638534545898
10,47,270722,12.934273719787598
10,48,1644,12.912562370300293
10,49,357097,12.852463722229004
10,50,399124,12.833395957946777
11,1,665523,18.6043758392334
11,2,665519,18.26715087890625
11,3,268506,17.904499053955078
11,4,665518,17.85602378845215
11,5,420935,17.84295082092285
11,6,102863,17.68573570251465
11,7,665514,17.489835739135742
11,8,665515,17.447246551513672
11,9,28726,16.901691436767578
11,10,28724,16.814449310302734
11,11,685080,16.70758819580078
11,12,665517,16.438812255859375
11,13,28731,15.513062477111816
11,14,665522,15.347786903381348
11,15,268505,15.204459190368652
11,16,814594,14.998760223388672
11,17,390902,14.81419563293457
11,18,776845,14.600692749023438
11,19,665521,14.333057403564453
11,20,70892,14.222071647644043
11,21,70896,14.09765911102295
11,22,665516,14.00841999053955
11,23,666566,13.512499809265137
11,24,190777,13.461347579956055
11,25,909516,13.32450008392334
11,26,28722,13.299689292907715
11,27,814598,13.276717185974121
11,28,268513,13.231205940246582
11,29,443282,13.121734619140625
11,30,335543,13.064651489257812
11,31,665520,12.987981796264648
11,32,2880,12.87731647491455
11,33,514058,12.866074562072754
11,34,28729,12.807018280029297
11,35,70897,12.806771278381348
11,36,586409,12.765806198120117
11,37,891451,12.690338134765625
11,38,268508,12.60944938659668
11,39,70899,12.58242130279541
11,40,2879,12.55976390838623
11,41,826510,12.55620288848877
11,42,864127,12.402883529663086
11,43,187437,12.394271850585938
11,44,28723,12.32353687286377
11,45,407961,12.290722846984863
11,46,32102,12.230844497680664
11,47,977237,12.230572700500488
11,48,453153,12.226897239685059
11,49,826515,12.18993854522705
11,50,908740,12.149772644042969
12,1,331107,14.93392276763916
12,2,655302,14.776968955993652
12,3,655298,13.90424919128418
12,4,64528,13.584037780761719
12,5,64526,13.40315055847168
12,6,537430,13.208659172058105
12,7,885541,13.16187858581543
12,8,655297,13.07553482055664
12,9,64527,13.028292655944824
12,10,537435,12.907400131225586
12,11,294269,12.783583641052246
12,12,976776,12.708971977233887
12,13,655299,12.63991928100586
12,14,537433,12.530813217163086
12,15,64523,12.39249038696289
12,16,64525,12.170775413513184
12,17,537432,12.046714782714844
12,18,655303,11.966292381286621
12,19,273391,11.944123268127441
12,20,983746,11.820955276489258
12,21,937175,11.80595874786377
12,22,655296,11.76286506652832
12,23,273389,11.657668113708496
12,24,273395,11.63671875
12,25,537436,11.483566284179688
12,26,64531,11.429855346679688
12,27,136555,11.384176254272461
12,28,655301,11.241009712219238
12,29,279408,11.141958236694336
12,30,8117,11.082740783691406
12,31,136552,11.067138671875
12,32,8115,11.065240859985352
12,33,136551,11.044177055358887
12,34,125038,11.016450881958008
12,35,8122,11.004124641418457
12,36,285539,10.98060417175293
12,37,64530,10.770963668823242
12,38,885545,10.734451293945312
12,39,8113,10.629687309265137
12,40,983744,10.551827430725098
12,41,190838,10.537994384765625
12,42,281711,10.524354934692383
12,43,190839,10.518240928649902
12,44,885543,10.515949249267578
12,45,693162,10.506087303161621
12,46,136554,10.489432334899902
12,47,378425,10.470193862915039
12,48,633777,10.423364639282227
12,49,655305,10.41476058959961
12,50,633773,10.403258323669434
13,1,34674,17.600406646728516
13,2,578251,17.57105827331543
13,3,15600,15.395263671875
13,4,438955,15.068793296813965
13,5,81610,15.01722240447998
13,6,354748,14.816779136657715
13,7,106022,14.740886688232422
13,8,427142,14.510058403015137
13,9,354750,14.356165885925293
13,10,16263,14.267834663391113
13,11,875457,14.245683670043945
13,12,16266,14.220460891723633
13,13,354753,14.177511215209961
13,14,820091,14.119013786315918
13,15,242608,14.096550941467285
13,16,348208,14.08088207244873
13,17,106020,14.064332008361816
13,18,106021,13.998689651489258
13,19,6841,13.909628868103027
13,20,354752,13.882760047912598
13,21,34670,13.830378532409668
13,22,242599,13.75959300994873
13,23,435823,13.710236549377441
13,24,6849,13.68810749053955
13,25,578246,13.665687561035156
13,26,259741,13.566703796386719
13,27,81611,13.551011085510254
13,28,81613,13.515512466430664
13,29,578247,13.473461151123047
13,30,22008,13.43803882598877
13,31,386281,13.418476104736328
13,32,259740,13.399199485778809
13,33,875460,13.378106117248535
13,34,106019,13.366043090820312
13,35,7609,13.206055641174316
13,36,578250,13.155969619750977
13,37,578243,13.142084121704102
13,38,34675,13.131020545959473
13,39,22013,13.129985809326172
13,40,66703,13.098592758178711
13,41,4098,13.023236274719238
13,42,578248,12.969985961914062
13,43,578245,12.951933860778809
13,44,605345,12.909332275390625
13,45,4097,12.873696327209473
13,46,386276,12.823739051818848
13,47,259742,12.782634735107422
13,48,348201,12.72573184967041
13,49,22014,12.716927528381348
13,50,66709,12.63320255279541
14,1,633773,20.00826072692871
14,2,633772,19.95052719116211
14,3,633777,19.882808685302734
14,4,633779,19.1773738861084
14,5,655720,19.142284393310547
14,6,955219,19.113346099853516
14,7,270071,19.089746475219727
14,8,955218,19.006092071533203
14,9,696328,18.855754852294922
14,10,655718,18.848804473876953
14,11,857532,18.818466186523438
14,12,857537,18.585601806640625
14,13,633776,18.516756057739258
14,14,633778,17.9207763671875
14,15,218126,17.888816833496094
14,16,57188,17.76283073425293
14,17,885967,17.371170043945312
14,18,885970,17.28078269958496
14,19,391640,17.262191772460938
14,20,633774,16.922712326049805
14,21,817232,16.81031608581543
14,22,898869,16.80086326599121
14,23,696331,16.716524124145508
14,24,633775,16.695575714111328
14,25,249967,16.518762588500977
14,26,884102,16.437997817993164
14,27,696336,16.406970977783203
14,28,721741,16.339265823364258
14,29,633771,16.23516082763672
14,30,856667,16.21607780456543
14,31,245481,16.194162368774414
14,32,305110,16.148115158081055
14,33,955222,15.867609977722168
14,34,885968,15.802360534667969
14,35,442990,15.77803897857666
14,36,885965,15.749504089355469
14,37,955217,15.697586059570312
14,38,857536,15.442255020141602
14,39,97413,15.437708854675293
14,40,955220,15.389534950256348
14,41,955215,15.342122077941895
14,42,263796,15.209771156311035
14,43,633780,14.803027153015137
14,44,524767,14.776369094848633
14,45,621588,14.677149772644043
14,46,906567,14.580790519714355
14,47,955214,14.521435737609863
14,48,784454,14.408889770507812
14,49,696335,14.294048309326172
14,50,696332,14.214780807495117
15,1,23685,22.181758880615234
15,2,779498,17.897666931152344
15,3,832021,17.35382080078125
15,4,23686,17.07423210144043
15,5,490977,16.98555564880371
15,6,779491,16.85230827331543
15,7,596961,16.843172073364258
15,8,832028,16.775623321533203
15,9,832025,16.5206241607666
15,10,779494,16.484209060668945
15,11,117838,16.303728103637695
15,12,980345,16.00864028930664
15,13,832024,15.992713928222656
15,14,940652,15.89897346496582
15,15,20235,15.699634552001953
15,16,779500,15.557159423828125
15,17,779495,15.49793529510498
15,18,240826,15.380013465881348
15,19,758026,15.305883407592773
15,20,169846,14.961276054382324
15,21,637207,14.916255950927734
15,22,23684,14.907782554626465
15,23,750470,14.901556968688965
15,24,899033,14.856893539428711
15,25,781373,14.81486701965332
15,26,328894,14.804961204528809
15,27,779497,14.669548988342285
15,28,432476,14.656266212463379
15,29,758028,14.61927604675293
15,30,18728,14.512075424194336
15,31,678182,14.433247566223145
15,32,169854,14.425161361694336
15,33,4413,14.285442352294922
15,34,634455,14.07031536102295
15,35,779493,13.974613189697266
15,36,634554,13.970266342163086
15,37,20228,13.919693946838379
15,38,899027,13.918396949768066
15,39,282667,13.882109642028809
15,40,23692,13.864437103271484
15,41,535310,13.851969718933105
15,42,532716,13.824337005615234
15,43,781369,13.817177772521973
15,44,758033,13.799428939819336
15,45,378814,13.791584014892578
15,46,742139,13.779186248779297
15,47,779496,13.760335922241211
15,48,203213,13.729762077331543
15,49,536842,13.639365196228027
15,50,333821,13.602659225463867
16,1,997090,25.193077087402344
16,2,200065,24.550338745117188
16,3,200057,23.367467880249023
16,4,200063,22.874738693237305
16,5,997088,22.787843704223633
16,6,488617,22.55188751220703
16,7,821813,22.461210250854492
16,8,602198,22.245708465576172
16,9,602202,21.78055191040039
16,10,200064,21.16492462158203
16,11,200061,20.710817337036133
16,12,270139,20.605533599853516
16,13,200060,20.163442611694336
16,14,997084,20.151504516601562
16,15,270148,20.103193283081055
16,16,20430,20.045194625854492
16,17,488615,19.93384552001953
16,18,774439,19.907649993896484
16,19,774444,19.875877380371094
16,20,20435,19.81110191345215
16,21,24479,19.413610458374023
16,22,488614,19.406551361083984
16,23,997087,19.396352767944336
16,24,774438,19.133840560913086
16,25,602199,18.929126739501953
16,26,997089,18.87346649169922
16,27,783142,18.77825355529785
16,28,24482,18.68900489807129
16,29,646355,18.51873016357422
16,30,422583,18.361818313598633
16,31,783143,18.207712173461914
16,32,783145,18.19563865661621
16,33,975661,18.188608169555664
16,34,975662,17.955055236816406
16,35,200058,17.90448570251465
16,36,54886,17.89438247680664
16,37,200066,17.871593475341797
16,38,646349,17.8486328125
16,39,200062,17.761394500732422
16,40,975663,17.749357223510742
16,41,708740,17.69997787475586
16,42,646350,17.602733612060547
16,43,975654,17.446765899658203
16,44,821814,17.33095932006836
16,45,774440,17.258508682250977
16,46,379753,17.226417541503906
16,47,54890,17.086061477661133
16,48,646348,16.92645835876465
16,49,20436,16.88932991027832
16,50,54894,16.818500518798828
17,1,58657,20.45180892944336
17,2,901032,19.43255043029785
17,3,345015,15.097161293029785
17,4,492493,14.954536437988281
17,5,73325,14.719772338867188
17,6,316611,14.355639457702637
17,7,612064,14.319324493408203
17,8,528767,14.288119316101074
17,9,504447,14.172994613647461
17,10,214339,14.097660064697266
17,11,548976,13.977517127990723
17,12,168777,13.950491905212402
17,13,882934,13.930290222167969
17,14,504443,13.892294883728027
17,15,95378,13.721495628356934
17,16,466067,13.710037231445312
17,17,454479,13.676657676696777
17,18,286688,13.655577659606934
17,19,820671,13.392836570739746
17,20,349583,13.351334571838379
17,21,161512,13.321282386779785
17,22,956661,13.298375129699707
17,23,95381,13.28956127166748
17,24,125226,13.283088684082031
17,25,579648,13.27852725982666
17,26,956656,13.266827583312988
17,27,592970,13.229896545410156
17,28,111702,13.187466621398926
17,29,336862,13.183526039123535
17,30,336860,13.164830207824707
17,31,323985,13.149285316467285
17,32,349582,13.127354621887207
17,33,500357,13.100008964538574
17,34,128485,13.092256546020508
17,35,492487,13.076199531555176
17,36,262797,13.065485954284668
17,37,323982,13.05871295928955
17,38,367693,13.035717010498047
17,39,683271,12.994498252868652
17,40,245137,12.983129501342773
17,41,493240,12.969532012939453
17,42,111695,12.963768005371094
17,43,466070,12.947892189025879
17,44,138187,12.947410583496094
17,45,833313,12.944792747497559
17,46,902375,12.927660942077637
17,47,898613,12.90971851348877
17,48,304954,12.907880783081055
17,49,215231,12.896157264709473
17,50,195510,12.891556739807129
18,1,519264,16.234413146972656
18,2,607251,15.946375846862793
18,3,259262,15.819058418273926
18,4,866869,15.761448860168457
18,5,607253,15.7263765335083
18,6,334298,15.7218599319458
18,7,609687,15.707121849060059
18,8,447303,15.591428756713867
18,9,17148,15.388294219970703
18,10,840697,15.372673988342285
18,11,618697,15.348543167114258
18,12,827623,15.144880294799805
18,13,591166,15.122594833374023
18,14,657148,14.966776847839355
18,15,840696,14.932805061340332
18,16,784933,14.895772933959961
18,17,840695,14.86631965637207
18,18,545735,14.720937728881836
18,19,91376,14.65107250213623
18,20,988995,14.61168098449707
18,21,206742,14.4283447265625
18,22,660463,14.418728828430176
18,23,122040,14.358107566833496
18,24,757058,14.333961486816406
18,25,49708,14.320345878601074
18,26,866867,14.311270713806152
18,27,477442,14.25732707977295
18,28,187174,14.142558097839355
18,29,206750,14.14188289642334
18,30,174255,14.13826847076416
18,31,699567,14.101853370666504
18,32,251280,14.086677551269531
